Ruta,Texto original,Traducción
CommonEvent[80].command[233],____TEXT____,
CommonEvent[80].command[234].textData,\c[7]Энки\c[0],
CommonEvent[80].command[235].textData,"""Чувствуешь? Потоки энергии, подобные ветру, струйками ",
CommonEvent[80].command[236].textData,"ведут к золотому храму"".",
CommonEvent[80].command[240],____TEXT____,
CommonEvent[80].command[241].textData,\c[7]Энки\c[0],
CommonEvent[80].command[242].textData,"""Чувствуешь? Потоки энергии, подобные ветру, струйками ",
CommonEvent[80].command[243].textData,"ведут к золотому храму"".",
CommonEvent[80].command[247],____TEXT____,
CommonEvent[80].command[248].textData,\c[7]Энки\c[0],
CommonEvent[80].command[249].textData,"""...""",
CommonEvent[80].command[250],____TEXT____,
CommonEvent[80].command[251].textData,"Это место, кажется, лишает Энки дара речи.",
CommonEvent[80].command[255],____TEXT____,
CommonEvent[80].command[256].textData,\c[7]Энки\c[0],
CommonEvent[80].command[257].textData,"""...""",
CommonEvent[80].command[258],____TEXT____,
CommonEvent[80].command[259].textData,"Это место, кажется, лишает Энки дара речи.",
CommonEvent[80].command[263],____TEXT____,
CommonEvent[80].command[264].textData,\c[7]Энки\c[0],
CommonEvent[80].command[265].textData,"""...""",
CommonEvent[80].command[266],____TEXT____,
CommonEvent[80].command[267].textData,"Это место, кажется, лишает Энки дара речи.",
CommonEvent[80].command[271],____TEXT____,
CommonEvent[80].command[272].textData,\c[7]Энки\c[0],
CommonEvent[80].command[273].textData,"""Это... Внутренности бога?""",
CommonEvent[80].command[274],____TEXT____,
CommonEvent[80].command[275].textData,\c[7]Энки\c[0],
CommonEvent[80].command[276].textData,"""Безумие...""",
CommonEvent[80].command[280],____TEXT____,
CommonEvent[80].command[281].textData,\c[7]Энки\c[0],
CommonEvent[80].command[282].textData,"""Это... Внутренности бога?""",
CommonEvent[80].command[283],____TEXT____,
CommonEvent[80].command[284].textData,\c[7]Энки\c[0],
CommonEvent[80].command[285].textData,"""Безумие...""",
CommonEvent[80].command[289],____TEXT____,
CommonEvent[80].command[290].textData,\c[7]Энки\c[0],
CommonEvent[80].command[291].textData,"""Ха. Простая галлюцинации. ",
CommonEvent[80].command[292].textData,"Меня таким фокусами не проведешь"".",
CommonEvent[80].command[296],____TEXT____,
CommonEvent[80].command[297].textData,\c[7]Энки\c[0],
CommonEvent[80].command[298].textData,"""Ма'Хабрэ...""",
CommonEvent[80].command[299],____TEXT____,
CommonEvent[80].command[300].textData,\c[7]Энки\c[0],
CommonEvent[80].command[301].textData,"""Она действительно была сокрыта здесь, все это ",
CommonEvent[80].command[302].textData,"время...""",
CommonEvent[80].command[306],____TEXT____,
CommonEvent[80].command[307].textData,\c[7]Энки\c[0],
CommonEvent[80].command[308].textData,"""Вот к чему меня все это привело...""",
CommonEvent[80].command[309],____TEXT____,
CommonEvent[80].command[310].textData,\c[7]Энки\c[0],
CommonEvent[80].command[311].textData,"""Полагаю, именно это ты и получаешь, если столь",
CommonEvent[80].command[312].textData,"слепо следуешь за кем-то"".",
CommonEvent[80].command[316],____TEXT____,
CommonEvent[80].command[317].textData,\c[7]Энки\c[0],
CommonEvent[80].command[318].textData,"""Это гробницы богов... Впечатляющее зрелище"".",
CommonEvent[80].command[322],____TEXT____,
CommonEvent[80].command[323].textData,\c[7]Энки\c[0],
CommonEvent[80].command[324].textData,"""Это гробницы богов... Впечатляющее зрелище"".",
CommonEvent[80].command[328],____TEXT____,
CommonEvent[80].command[329].textData,\c[7]Энки\c[0],
CommonEvent[80].command[330].textData,"""Я чувствую присутствие древнего бога... Но оно ",
CommonEvent[80].command[331].textData,"угасает"".",
CommonEvent[80].command[335],____TEXT____,
CommonEvent[80].command[336].textData,\c[7]Энки\c[0],
CommonEvent[80].command[337].textData,"""Невероятная атмосфера... Это присутствие древнего ",
CommonEvent[80].command[338].textData,"бога? Неужели это Алл-Мер?""",
CommonEvent[80].command[342],____TEXT____,
CommonEvent[80].command[343].textData,\c[7]Энки\c[0],
CommonEvent[80].command[344].textData,"""Даже Я теряю дар речи в этом месте"".",
CommonEvent[80].command[345],____TEXT____,
CommonEvent[80].command[346].textData,\c[7]Энки\c[0],
CommonEvent[80].command[347].textData,"""Я ничего не читал о подобных плоскостях мироздания...",
CommonEvent[80].command[348].textData,"Возможно это место и есть истоки зелёного свечения?""",
CommonEvent[80].command[351],____TEXT____,
CommonEvent[80].command[352].textData,\c[7]Энки\c[0],
CommonEvent[80].command[353].textData,"""Тебе следует поискать кого-то другого, коль ты столь ",
CommonEvent[80].command[354].textData,"отчаянно хочешь поговорить"".",
CommonEvent[80].command[422],____TEXT____,
CommonEvent[80].command[423].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[424].textData,"""...""",
CommonEvent[80].command[425],____TEXT____,
CommonEvent[80].command[426].textData,Д'Арс выглядит ужасно расстерянной...,
CommonEvent[80].command[431],____TEXT____,
CommonEvent[80].command[432].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[433].textData,"""...Прости... Я сейчас не хочу говорить...""",
CommonEvent[80].command[438],____TEXT____,
CommonEvent[80].command[439].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[440].textData,"""Ле'Гард... Не могу поверить что он мертв"".",
CommonEvent[80].command[441],____TEXT____,
CommonEvent[80].command[442].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[443].textData,"""Значит ли это, что я замешкалась?""",
CommonEvent[80].command[444],____TEXT____,
CommonEvent[80].command[445].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[446].textData,"""Ах, если бы только я быстрее добралась бы сюда...""",
CommonEvent[80].command[447],___CHOICE___,
CommonEvent[80].command[447].textChoice[0],"""Не вини себя...""",
CommonEvent[80].command[447].textChoice[1],"""Такова жизнь"".",
CommonEvent[80].command[447].textChoice[2],"""Может быть, в следующий раз ты будешь разумнее"".",
CommonEvent[80].command[447].textChoice[3],"""...""",
CommonEvent[80].command[449],____TEXT____,
CommonEvent[80].command[450].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[451].textData,"""...""",
CommonEvent[80].command[452],____TEXT____,
CommonEvent[80].command[453].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[454].textData,"""Но нельзя винить в случившемся и Ле'Гарда...""",
CommonEvent[80].command[457],____TEXT____,
CommonEvent[80].command[458].textData,Д'арс вытирает слезы и отворачивается от тебя.,
CommonEvent[80].command[461],____TEXT____,
CommonEvent[80].command[462].textData,Д'Арс начинает рыдать.,
CommonEvent[80].command[471],____TEXT____,
CommonEvent[80].command[472].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[473].textData,"""Ему были уготованы великие свершения"".",
CommonEvent[80].command[474],____TEXT____,
CommonEvent[80].command[475].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[476].textData,"""Ведь, о нём ясно было написано в пророчествах!""",
CommonEvent[80].command[477],____TEXT____,
CommonEvent[80].command[478].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[479].textData,"""Ради чего?!""",
CommonEvent[80].command[480],____TEXT____,
CommonEvent[80].command[481].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[482].textData,"""Какой великой цели служит его кончина?""",
CommonEvent[80].command[487],____TEXT____,
CommonEvent[80].command[488].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[489].textData,"""Ле'Гард хотел объединить земли и положить начало",
CommonEvent[80].command[490].textData,"эре мира и покоя"".",
CommonEvent[80].command[491],____TEXT____,
CommonEvent[80].command[492].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[493].textData,"""...""",
CommonEvent[80].command[494],____TEXT____,
CommonEvent[80].command[495].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[496].textData,"""Нельзя это просто так оставить"".",
CommonEvent[80].command[497],____TEXT____,
CommonEvent[80].command[498].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[499].textData,"""Я могу продолжить его дело!""",
CommonEvent[80].command[500],____TEXT____,
CommonEvent[80].command[501].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[502].textData,"""Я смогу...""",
CommonEvent[80].command[520],____TEXT____,
CommonEvent[80].command[521].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[522].textData,"""О-о-о, как же я ненавижу эту проклятую адскую дыру!""",
CommonEvent[80].command[523],____TEXT____,
CommonEvent[80].command[524].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[525].textData,"""Все через что я прошла здесь...""",
CommonEvent[80].command[529],____TEXT____,
CommonEvent[80].command[530].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[531].textData,"""Почему-то, даже воздух снаружи провонял смертью и ",
CommonEvent[80].command[532].textData,"потерями...""",
CommonEvent[80].command[536],____TEXT____,
CommonEvent[80].command[537].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[538].textData,"""А, ПОСТОЙ?! А мы вообще сможем выбраться отсюда???""",
CommonEvent[80].command[542],____TEXT____,
CommonEvent[80].command[543].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[544].textData,"""Алл-Мер, спаси и сохрани! Что здесь случилось?!!!""",
CommonEvent[80].command[545],____TEXT____,
CommonEvent[80].command[546].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[547].textData,"""Это кошмар наяву!!!""",
CommonEvent[80].command[552],____TEXT____,
CommonEvent[80].command[553].textData,\c[7]Д'Арс\c[0],
CommonEvent[80].command[554].textData,"""Ле'Гард... Ты должен был быть здесь...""",
